	g1_01_R1	g1_01_R2	g1_02_R1	g1_02_R2	g1_03_R1	g1_03_R2	g3_01_R1	g3_01_R2	g3_02_R1	g3_02_R2	g3_03_R1	g3_03_R2
Sply	0	0	0	0	0	0	0	0	0	0	0	0
Spn	0	0	0	0	0	0	0	0	0	0	0	0
Spn100A	0	0	0	0	0	0	0	0	0	0	0	0
Spn27A	0	0	0	0	0	0	0	0	0	0	0	0
Spn28B	0	0	0	0	0	0	0	0	0	0	0	0
Spn28Da	0	0	0	0	0	0	0	0	0	0	0	0
Spn28Db	0	0	0	0	0	0	0	0	0	0	0	0
Spn28Dc	0	0	0	0	0	0	0	0	0	0	0	0
Spn28F	0	0	0	0	0	0	0	0	0	0	0	0
Spn31A	0	0	0	0	0	0	0	0	0	0	0	0
Spn38F	0	0	0	0	0	0	0	0	0	0	0	0
Spn42Da	0	0	0	0	0	0	0	0	0	0	0	0
Spn42Db	0	0	0	0	0	0	0	0	0	0	0	0
Spn42Dc	0	0	0	0	0	0	0	0	0	0	0	0
Spn42Dd	0	0	0	0	0	0	0	0	0	0	0	0
Spn42De	0	0	0	0	0	0	0	0	0	0	0	0
Spn43Aa	0	0	0	0	0	0	0	0	0	0	0	0
Spn43Ab	0	0	0	0	0	0	0	0	0	0	0	0
Spn43Ad	0	0	0	0	0	0	0	0	0	0	0	0
Spn47C	0	0	0	0	0	0	0	0	0	0	0	0
Spn53F	0	0	0	0	0	0	0	0	0	0	0	0
Spn55B	0	0	0	0	0	0	0	0	0	0	0	0
Spn75F	0	0	0	0	0	0	0	0	0	0	0	0
Spn77Ba	0	0	0	0	0	0	0	0	0	0	0	0
Spn77Bb	0	0	0	0	0	0	0	0	0	0	0	0
Spn77Bc	0	0	0	0	0	0	0	0	0	0	0	0
Spn85F	0	0	0	0	0	0	0	0	0	0	0	0
Spn88Ea	0	0	0	0	0	0	0	0	0	0	0	0
Spn88Eb	0	0	0	0	0	0	0	0	0	0	0	0
Spp	0	0	0	0	0	0	0	0	0	0	0	0
SppL	0	0	0	0	0	0	0	0	0	0	0	0
Spps	0	0	0	0	0	0	0	0	0	0	0	0
Spred	0	0	0	0	0	0	0	0	0	0	0	0
Sprn	0	0	0	0	0	0	0	0	0	0	0	0
Sps2	0	0	0	0	0	0	0	0	0	0	0	0
Spt	0	0	0	0	0	0	0	0	0	0	0	0
Spt-I	0	0	0	0	0	0	0	0	0	0	0	0
Spt20	0	0	0	0	0	0	0	0	0	0	0	0
Spt3	0	0	0	0	0	0	0	0	0	0	0	0
Spt5	0	0	0	0	0	0	0	0	0	0	0	0
Spt6	0	0	0	0	0	0	0	0	0	0	0	0
Spt7	0	0	0	0	0	0	0	0	0	0	0	0
Sptr	0	0	0	0	0	0	0	0	0	0	0	0
Spx	0	0	0	0	0	0	0	0	0	0	0	0
Sr-CI	0	0	0	0	0	0	0	0	0	0	0	0
Sr-CII	0	0	0	0	0	0	0	0	0	0	0	0
Sr-CIII	0	0	0	0	0	0	0	0	0	0	0	0
Sr-CIV	0	0	0	0	0	0	0	0	0	0	0	0
Sra-1	0	0	0	0	0	0	0	0	0	0	0	0
Sras	0	0	0	0	0	0	0	0	0	0	0	0
Src42A	0	0	0	0	0	0	0	0	0	0	0	0
Src64B	0	0	0	0	0	0	0	0	0	0	0	0
Srp14	0	0	0	0	0	0	0	0	0	0	0	0
Srp19	0	0	0	0	0	0	0	0	0	0	0	0
Srp54	0	0	0	0	0	0	0	0	0	0	0	0
Srp54k	0	0	0	0	0	0	0	0	0	0	0	0
Srp68	0	0	0	0	0	0	0	0	0	0	0	0
Srp72	0	0	0	0	0	0	0	0	0	0	0	0
Srp9	0	0	0	0	0	0	0	0	0	0	0	0
SrpRbeta	0	0	0	0	0	0	0	0	0	0	0	0
Srpk79D	0	0	0	0	0	0	0	0	0	0	0	0
Srr	0	0	0	0	0	0	0	0	0	0	0	0
Sry-alpha	0	0	0	0	0	0	0	0	0	0	0	0
Sry-beta	0	0	0	0	0	0	0	0	0	0	0	0
Sry-delta	0	0	0	0	0	0	0	0	0	0	0	0
SsRbeta	0	0	0	0	0	0	0	0	0	0	0	0
Ssadh	0	0	0	0	0	0	0	0	0	0	0	0
Ssb-c31a	0	0	0	0	0	0	0	0	0	0	0	0
Ssdp	0	0	0	0	0	0	0	0	0	0	0	0
Sse	0	0	0	0	0	0	0	0	0	0	0	0
Ssk	0	0	0	0	0	0	0	0	0	0	0	0
Ssl	0	0	0	0	0	0	0	0	0	0	0	0
Ssl1	0	0	0	0	0	0	0	0	0	0	0	0
Ssl2	0	0	0	0	0	0	0	0	0	0	0	0
Ssrp	0	0	0	0	0	0	0	0	0	0	0	0
Ssu72	0	0	0	0	0	0	0	0	0	0	0	0
St1	0	0	0	0	0	0	0	0	0	0	0	0
St2	0	0	0	0	0	0	0	0	0	0	0	0
St3	0	0	0	0	0	0	0	0	0	0	0	0
St4	0	0	0	0	0	0	0	0	0	0	0	0
Stacl	0	0	0	0	0	0	0	0	0	0	0	0
Stam	0	0	0	0	0	0	0	0	0	0	0	0
Start1	0	0	0	0	0	0	0	0	0	0	0	0
Stat92E	0	0	0	0	0	0	0	0	0	0	0	0
Ste12DOR	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33236	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33237	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33238	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33239	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33240	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33241	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33242	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33243	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33244	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33245	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33246	0	0	0	0	0	0	0	0	0	0	0	0
Ste:CG33247	0	0	0	0	0	0	0	0	0	0	0	0
SteXh:CG42398	0	0	0	0	0	0	0	0	0	0	0	0
Stim	0	0	0	0	0	0	0	0	0	0	0	0
Sting	0	0	0	0	0	0	0	0	0	0	0	0
Stip1	0	0	0	0	0	0	0	0	0	0	0	0
Stlk	0	0	0	0	0	0	0	0	0	0	0	0
Stoml2	0	0	0	0	0	0	0	0	0	0	0	0
Strica	0	0	0	0	0	0	0	0	0	0	0	0
Strip	0	0	0	0	0	0	0	0	0	0	0	0
Strn-Mlck	0	0	0	0	0	0	0	0	0	0	0	0
Strumpellin	0	0	0	0	0	0	0	0	0	0	0	0
Stt3A	0	0	0	0	0	0	0	0	0	0	0	0
Stt3B	0	0	0	0	0	0	0	0	0	0	0	0
Su(H)	0	0	0	0	0	0	0	0	0	0	0	0
Su(P)	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR40820	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR41533	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42406	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42407	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42408	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42409	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42410	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42411	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42412	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42414	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42415	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42416	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42417	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42418	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42419	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42420	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42421	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42422	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42424	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42425	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42426	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42427	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42428	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42429	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42430	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42431	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42432	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42433	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42438	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42439	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR42444	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR45794	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR45795	0	0	0	0	0	0	0	0	0	0	0	0
Su(Ste):CR45796	0	0	0	0	0	0	0	0	0	0	0	0
Su(Tpl)	0	0	0	0	0	0	0	0	0	0	0	0
Su(dx)	0	0	0	0	0	0	0	0	0	0	0	0
Su(fu)	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)2-10	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)2-HP2	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)205	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)3-3	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)3-7	0	0	0	0	0	0	0	0	0	0	0	0
Su(var)3-9	0	0	0	0	0	0	0	0	0	0	0	0
Su(z)12	0	0	0	0	0	0	0	0	0	0	0	0
Su(z)2	0	0	0	0	0	0	0	0	0	0	0	0
SuUR	0	0	0	0	0	0	0	0	0	0	0	0
Sugb	0	0	0	0	0	0	0	0	0	0	0	0
Sulf1	0	0	0	0	0	0	0	0	0	0	0	0
Sur	0	0	0	0	0	0	0	0	0	0	0	0
Sur-8	0	0	0	0	0	0	0	0	0	0	0	0
Surf1	0	0	0	0	0	0	0	0	0	0	0	0
Surf4	0	0	0	0	0	0	0	0	0	0	0	0
Surf6	0	0	0	0	0	0	0	0	0	0	0	0
Suv3	0	0	0	0	0	0	0	0	0	0	0	0
Svil	0	0	0	0	0	0	0	0	0	0	0	0
Swim	0	0	0	0	0	0	0	0	0	0	0	0
Swip-1	0	0	0	0	0	0	0	0	0	0	0	0
Sws1	0	0	0	0	0	0	0	0	0	0	0	0
Sxl	0	0	0	0	0	0	0	0	0	0	0	0
Syb	0	0	0	0	0	0	0	0	0	0	0	0
Sym	0	0	0	0	0	0	0	0	0	0	0	0
Syn	0	0	0	0	0	0	0	0	0	0	0	0
Syn1	0	0	0	0	0	0	0	0	0	0	0	0
Syn2	0	0	0	0	0	0	0	0	0	0	0	0
Synd	0	0	0	0	0	0	0	0	0	0	0	0
Syngr	0	0	0	0	0	0	0	0	0	0	0	0
Synj	0	0	0	0	0	0	0	0	0	0	0	0
Syp	0	0	0	0	0	0	0	0	0	0	0	0
Syt1	0	0	0	0	0	0	0	0	0	0	0	0
Syt12	0	0	0	0	0	0	0	0	0	0	0	0
Syt14	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	0	0	0	0	0	0	0	0	0	0	0	0
Syt7	46.072772086262	50.3431366570943	33.1610714659802	38.6979075659039	44.2356115046724	36.2298555524716	29.4338867472861	36.2342069435721	32.6636828162515	22.5635587066628	32.1231946956784	27.8215499213567
Sytalpha	0	0	0	0	0	0	0	0	0	0	0	0
Sytbeta	0	0	0	0	0	0	0	0	0	0	0	0
Syx13	0	0	0	0	0	0	0	0	0	0	0	0
Syx16	0	0	0	0	0	0	0	0	0	0	0	0
Syx17	0	0	0	0	0	0	0	0	0	0	0	0
Syx18	0	0	0	0	0	0	0	0	0	0	0	0
Syx1A	0	0	0	0	0	0	0	0	0	0	0	0
Syx4	0	0	0	0	0	0	0	0	0	0	0	0
Syx5	0	0	0	0	0	0	0	0	0	0	0	0
Syx6	0	0	0	0	0	0	0	0	0	0	0	0
Syx7	0	0	0	0	0	0	0	0	0	0	0	0
Syx8	0	0	0	0	0	0	0	0	0	0	0	0
T3dh	0	0	0	0	0	0	0	0	0	0	0	0
T48	0	0	0	0	0	0	0	0	0	0	0	0
TAF1B	0	0	0	0	0	0	0	0	0	0	0	0
TAF1C-like	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D16	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D5	0	0	0	0	0	0	0	0	0	0	0	0
TBC1d7	0	0	0	0	0	0	0	0	0	0	0	0
TBCB	0	0	0	0	0	0	0	0	0	0	0	0
TBCC	0	0	0	0	0	0	0	0	0	0	0	0
TBCD	0	0	0	0	0	0	0	0	0	0	0	0
TBPH	0	0	0	0	0	0	0	0	0	0	0	0
TER94	0	0	0	0	0	0	0	0	0	0	0	0
TFAM	0	0	0	0	0	0	0	0	0	0	0	0
TH1	0	0	0	0	0	0	0	0	0	0	0	0
THADA	0	0	0	0	0	0	0	0	0	0	0	0
THG	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF2	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF3	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF4	0	0	0	0	0	0	0	0	0	0	0	0
TMEM216	0	0	0	0	0	0	0	0	0	0	0	0
TMS1	0	0	0	0	0	0	0	0	0	0	0	0
TORIP	0	0	0	0	0	0	0	0	0	0	0	0
TRAM	0	0	0	0	0	0	0	0	0	0	0	0
TSG101	0	0	0	0	0	0	0	0	0	0	0	0
TTLL12	0	0	0	0	0	0	0	0	0	0	0	0
TTLL15	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1A	0	0	0	0	0	0	0	0	0	0	0	0
TTLL1B	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3A	0	0	0	0	0	0	0	0	0	0	0	0
TTLL3B	0	0	0	0	0	0	0	0	0	0	0	0
TTLL4A	0	0	0	0	0	0	0	0	0	0	0	0
TTLL4B	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6A	0	0	0	0	0	0	0	0	0	0	0	0
TTLL6B	0	0	0	0	0	0	0	0	0	0	0	0
Tab2	0	0	0	0	0	0	0	0	0	0	0	0
Tace	0	0	0	0	0	0	0	0	0	0	0	0
Taf1	0	0	0	0	0	0	0	0	0	0	0	0
Taf10	0	0	0	0	0	0	0	0	0	0	0	0
Taf10b	0	0	0	0	0	0	0	0	0	0	0	0
Taf11	0	0	0	0	0	0	0	0	0	0	0	0
Taf12	0	0	0	0	0	0	0	0	0	0	0	0
Taf12L	0	0	0	0	0	0	0	0	0	0	0	0
Taf13	0	0	0	0	0	0	0	0	0	0	0	0
Taf2	0	0	0	0	0	0	0	0	0	0	0	0
Taf4	0	0	0	0	0	0	0	0	0	0	0	0
Taf5	0	0	0	0	0	0	0	0	0	0	0	0
Taf6	0	0	0	0	0	0	0	0	0	0	0	0
Taf7	0	0	0	0	0	0	0	0	0	0	0	0
Taf8	0	0	0	0	0	0	0	0	0	0	0	0
Tailor	0	0	0	0	0	0	0	0	0	0	0	0
Tak1	0	0	0	0	0	0	0	0	0	0	0	0
Takl1	0	0	0	0	0	0	0	0	0	0	0	0
Takl2	0	0	0	0	0	0	0	0	0	0	0	0
Taldo	0	0	0	0	0	0	0	0	0	0	0	0
Tango1	0	0	0	0	0	0	0	0	0	0	0	0
Tango10	0	0	0	0	0	0	0	0	0	0	0	0
Tango11	0	0	0	0	0	0	0	0	0	0	0	0
Tango14	0	0	0	0	0	0	0	0	0	0	0	0
Tango2	0	0	0	0	0	0	0	0	0	0	0	0
Tango4	0	0	0	0	0	0	0	0	0	0	0	0
Tango5	0	0	0	0	0	0	0	0	0	0	0	0
Tango6	0	0	0	0	0	0	0	0	0	0	0	0
Tango8	0	0	0	0	0	0	0	0	0	0	0	0
Tango9	0	0	0	0	0	0	0	0	0	0	0	0
Tao	0	0	0	0	0	0	0	0	0	0	0	0
Tap42	0	0	0	0	0	0	0	0	0	0	0	0
Tapdelta	0	0	0	0	0	0	0	0	0	0	0	0
Task6	0	0	0	0	0	0	0	0	0	0	0	0
Task7	0	0	0	0	0	0	0	0	0	0	0	0
Tasp1	0	0	0	0	0	0	0	0	0	0	0	0
Tat	0	0	0	0	0	0	0	0	0	0	0	0
Taz	0	0	0	0	0	0	0	0	0	0	0	0
Tb	0	0	0	0	0	0	0	0	0	0	0	0
TbCMF46	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d15-17	0	0	0	0	0	0	0	0	0	0	0	0
Tbce	0	0	0	0	0	0	0	0	0	0	0	0
Tbh	0	0	0	0	0	0	0	0	0	0	0	0
Tbp	0	0	0	0	0	0	0	0	0	0	0	0
Tcs3	0	0	0	0	0	0	0	0	0	0	0	0
Tctp	0	0	0	0	0	0	0	0	0	0	0	0
Tdc1	0	0	0	0	0	0	0	0	0	0	0	0
Tdc2	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd3	0	0	0	0	0	0	0	0	0	0	0	0
Teh1	0	0	0	0	0	0	0	0	0	0	0	0
Teh2	0	0	0	0	0	0	0	0	0	0	0	0
Teh3	0	0	0	0	0	0	0	0	0	0	0	0
Teh4	0	0	0	0	0	0	0	0	0	0	0	0
Tehao	0	0	0	0	0	0	0	0	0	0	0	0
Tektin-A	0	0	0	0	0	0	0	0	0	0	0	0
Tektin-C	0	0	0	0	0	0	0	0	0	0	0	0
Ten-a	0	0	0	0	0	0	0	0	0	0	0	0
Ten-m	0	0	0	0	0	0	0	0	0	0	0	0
Tengl1	0	0	0	0	0	0	0	0	0	0	0	0
Tengl2	0	0	0	0	0	0	0	0	0	0	0	0
Tengl3	0	0	0	0	0	0	0	0	0	0	0	0
Tengl4	0	0	0	0	0	0	0	0	0	0	0	0
Tep1	0	0	0	0	0	0	0	0	0	0	0	0
Tep2	0	0	0	0	0	0	0	0	0	0	0	0
Tep3	0	0	0	0	0	0	0	0	0	0	0	0
Tep4	0	0	0	0	0	0	0	0	0	0	0	0
Tep5	0	0	0	0	0	0	0	0	0	0	0	0
Tes	0	0	0	0	0	0	0	0	0	0	0	0
Tet	0	0	0	0	0	0	0	0	0	0	0	0
TfAP-2	0	0	0	0	0	0	0	0	0	0	0	0
TfIIA-L	0	0	0	0	0	0	0	0	0	0	0	0
TfIIA-S	0	0	0	0	0	0	0	0	0	0	0	0
TfIIA-S-2	0	0	0	0	0	0	0	0	0	0	0	0
TfIIB	0	0	0	0	0	0	0	0	0	0	0	0
TfIIEalpha	0	0	0	0	0	0	0	0	0	0	0	0
TfIIEbeta	0	0	0	0	0	0	0	0	0	0	0	0
TfIIFalpha	0	0	0	0	0	0	0	0	0	0	0	0
TfIIFbeta	0	0	0	0	0	0	0	0	0	0	0	0
TfIIS	0	0	0	0	0	0	0	0	0	0	0	0
Tfb1	0	0	0	0	0	0	0	0	0	0	0	0
Tfb4	0	0	0	0	0	0	0	0	0	0	0	0
Tfb5	0	0	0	0	0	0	0	0	0	0	0	0
Tg	0	0	0	0	0	0	0	0	0	0	0	0
Tgi	0	0	0	0	0	0	0	0	0	0	0	0
Tgs1	0	0	0	0	0	0	0	0	0	0	0	0
Tgt	0	0	0	0	0	0	0	0	0	0	0	0
Thd1	325.450219843383	340.556512680344	289.671712511651	313.453051283822	343.597540524664	328.027070542648	322.791624661904	355.667347104011	345.146248425057	316.964277069787	311.193448614384	317.960570529791
Thiolase	0	0	0	0	0	0	0	0	0	0	0	0
Thor	0	0	0	0	0	0	0	0	0	0	0	0
ThrRS	0	0	0	0	0	0	0	0	0	0	0	0
Tie	0	0	0	0	0	0	0	0	0	0	0	0
Tif-IA	0	0	0	0	0	0	0	0	0	0	0	0
Tig	0	0	0	0	0	0	0	0	0	0	0	0
Tim10	0	0	0	0	0	0	0	0	0	0	0	0
Tim13	0	0	0	0	0	0	0	0	0	0	0	0
Tim17a1	0	0	0	0	0	0	0	0	0	0	0	0
Tim17a2	0	0	0	0	0	0	0	0	0	0	0	0
Tim17b	0	0	0	0	0	0	0	0	0	0	0	0
Tim17b1	0	0	0	0	0	0	0	0	0	0	0	0
Tim17b2	0	0	0	0	0	0	0	0	0	0	0	0
Tim23	0	0	0	0	0	0	0	0	0	0	0	0
Tim8	0	0	0	0	0	0	0	0	0	0	0	0
Tim9a	0	0	0	0	0	0	0	0	0	0	0	0
Tim9b	0	0	0	0	0	0	0	0	0	0	0	0
Timp	0	0	0	0	0	0	0	0	0	0	0	0
Tina-1	0	0	0	0	0	0	0	0	0	0	0	0
Tip60	0	0	0	0	0	0	0	0	0	0	0	0
Tis11	0	0	0	0	0	0	0	0	0	0	0	0
Tk	0	0	0	0	0	0	0	0	0	0	0	0
TkR86C	0	0	0	0	0	0	0	0	0	0	0	0
TkR99D	0	0	0	0	0	0	0	0	0	0	0	0
Tl	0	0	0	0	0	0	0	0	0	0	0	0
Tlk	0	0	0	0	0	0	0	0	0	0	0	0
Tm1	0	0	0	0	0	0	0	0	0	0	0	0
Tm2	0	0	0	0	0	0	0	0	0	0	0	0
Tmc	0	0	0	0	0	0	0	0	0	0	0	0
Tmem18	0	0	0	0	0	0	0	0	0	0	0	0
Tmhs	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc3	0	0	0	0	0	0	0	0	0	0	0	0
Tnks	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo-SR	0	0	0	0	0	0	0	0	0	0	0	0
Tob	0	0	0	0	0	0	0	0	0	0	0	0
Toll-4	0	0	0	0	0	0	0	0	0	0	0	0
Toll-6	0	0	0	0	0	0	0	0	0	0	0	0
Toll-7	0	0	0	0	0	0	0	0	0	0	0	0
Toll-9	0	0	0	0	0	0	0	0	0	0	0	0
Tollo	0	0	0	0	0	0	0	0	0	0	0	0
Tom	0	0	0	0	0	0	0	0	0	0	0	0
Tom20	0	0	0	0	0	0	0	0	0	0	0	0
Tom40	0	0	0	0	0	0	0	0	0	0	0	0
Tom7	0	0	0	0	0	0	0	0	0	0	0	0
Tom70	0	0	0	0	0	0	0	0	0	0	0	0
Tomosyn	0	0	0	0	0	0	0	0	0	0	0	0
Top1	0	0	0	0	0	0	0	0	0	0	0	0
Top2	0	0	0	0	0	0	0	0	0	0	0	0
Top3alpha	0	0	0	0	0	0	0	0	0	0	0	0
Top3beta	0	0	0	0	0	0	0	0	0	0	0	0
Topors	0	0	0	0	0	0	0	0	0	0	0	0
Tor	0	0	0	0	0	0	0	0	0	0	0	0
Torsin	0	0	0	0	0	0	0	0	0	0	0	0
TotA	0	0	0	0	0	0	0	0	0	0	0	0
TotB	0	0	0	0	0	0	0	0	0	0	0	0
TotC	0	0	0	0	0	0	0	0	0	0	0	0
TotF	0	0	0	0	0	0	0	0	0	0	0	0
TotM	0	0	0	0	0	0	0	0	0	0	0	0
TotX	0	0	0	0	0	0	0	0	0	0	0	0
TotZ	0	0	0	0	0	0	0	0	0	0	0	0
Tpc1	0	0	0	0	0	0	0	0	0	0	0	0
Tpc2	0	0	0	0	0	0	0	0	0	0	0	0
Tpi	0	0	0	0	0	0	0	0	0	0	0	0
Tpl94D	0	0	0	0	0	0	0	0	0	0	0	0
TpnC25D	0	0	0	0	0	0	0	0	0	0	0	0
TpnC4	0	0	0	0	0	0	0	0	0	0	0	0
TpnC41C	0	0	0	0	0	0	0	0	0	0	0	0
TpnC47D	0	0	0	0	0	0	0	0	0	0	0	0
TpnC73F	0	0	0	0	0	0	0	0	0	0	0	0
TppII	0	0	0	0	0	0	0	0	0	0	0	0
Tpr2	0	0	0	0	0	0	0	0	0	0	0	0
Tps1	0	0	0	0	0	0	0	0	0	0	0	0
Tpst	0	0	0	0	0	0	0	0	0	0	0	0
Traf-like	0	0	0	0	0	0	0	0	0	0	0	0
Traf4	0	0	0	0	0	0	0	0	0	0	0	0
Traf6	0	0	0	0	0	0	0	0	0	0	0	0
Trap1	0	0	0	0	0	0	0	0	0	0	0	0
Trax	0	0	0	0	0	0	0	0	0	0	0	0
Trc8	0	0	0	0	0	0	0	0	0	0	0	0
Tre1	0	0	0	0	0	0	0	0	0	0	0	0
Treh	0	0	0	0	0	0	0	0	0	0	0	0
Tret1-1	0	0	0	0	0	0	0	0	0	0	0	0
Tret1-2	0	0	0	0	0	0	0	0	0	0	0	0
Trf	0	0	0	0	0	0	0	0	0	0	0	0
Trf2	0	0	0	0	0	0	0	0	0	0	0	0
Trf4-1	0	0	0	0	0	0	0	0	0	0	0	0
Trf4-2	0	0	0	0	0	0	0	0	0	0	0	0
Trh	0	0	0	0	0	0	0	0	0	0	0	0
Trim9	0	0	0	0	0	0	0	0	0	0	0	0
Trissin	0	0	0	0	0	0	0	0	0	0	0	0
TrissinR	0	0	0	0	0	0	0	0	0	0	0	0
Trl	0	0	0	0	0	0	0	0	0	0	0	0
Trp1	0	0	0	0	0	0	0	0	0	0	0	0
TrpA1	0	0	0	0	0	0	0	0	0	0	0	0
TrpRS	0	0	0	0	0	0	0	0	0	0	0	0
TrpRS-m	0	0	0	0	0	0	0	0	0	0	0	0
Trpgamma	0	0	0	0	0	0	0	0	0	0	0	0
Trpm	0	0	0	0	0	0	0	0	0	0	0	0
Trpml	0	0	0	0	0	0	0	0	0	0	0	0
Trs20	0	0	0	0	0	0	0	0	0	0	0	0
Trs23	0	0	0	0	0	0	0	0	0	0	0	0
Trs31	0	0	0	0	0	0	0	0	0	0	0	0
Trs33	0	0	0	0	0	0	0	0	0	0	0	0
Trx-2	0	0	0	0	0	0	0	0	0	0	0	0
TrxT	0	0	0	0	0	0	0	0	0	0	0	0
Trxr-1	0	0	0	0	0	0	0	0	0	0	0	0
Trxr-2	0	0	0	0	0	0	0	0	0	0	0	0
Try29F	0	0	0	0	0	0	0	0	0	0	0	0
Ts	0	0	0	0	0	0	0	0	0	0	0	0
Tsc1	0	0	0	0	0	0	0	0	0	0	0	0
Tsf1	0	0	0	0	0	0	0	0	0	0	0	0
Tsf2	0	0	0	0	0	0	0	0	0	0	0	0
Tsf3	0	0	0	0	0	0	0	0	0	0	0	0
Tsp	0	0	0	0	0	0	0	0	0	0	0	0
Tsp26A	0	0	0	0	0	0	0	0	0	0	0	0
Tsp29Fa	0	0	0	0	0	0	0	0	0	0	0	0
Tsp29Fb	0	0	0	0	0	0	0	0	0	0	0	0
Tsp2A	0	0	0	0	0	0	0	0	0	0	0	0
Tsp33B	0	0	0	0	0	0	0	0	0	0	0	0
Tsp39D	0	0	0	0	0	0	0	0	0	0	0	0
Tsp3A	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42A	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ea	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Eb	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ec	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ed	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ee	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ef	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Eg	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Eh	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ei	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ej	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42Ek	0	0	0	0	0	0	0	0	0	0	0	0
Tsp42El	0	0	0	0	0	0	0	0	0	0	0	0
